ID,FullName,Height,Nationality,Overall,Potential,BestPosition,Club,ValueEUR,ContractUntil,IntReputation,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Born,MP,Starts,Min,90s,Goals,Assists,PasTotCmp%,Int,Clr,AerWon,Touches,PasLonCmp,Fls,Fld,SoT
228908,Jason Berthomier,177,France,74,74,CAM,Valenciennes FC,3300000,2025.0,1,Left,4,High,Low,66,70,77,76,51,59,14,14,8,10,14,1990,2,0,23,0.3,0,0.0,100.0,0.0,0.0,0.0,66.7,3.33,0.0,0.0,0.0
228946,Mattias Svanberg,185,Sweden,76,81,CM,VfL Wolfsburg,11500000,2027.0,1,Right,3,Medium,Medium,77,68,75,77,63,69,7,6,13,8,12,1999,19,11,1007,11.2,2,0.36,69.4,1.07,1.43,1.43,36.9,1.7,1.52,1.61,0.54
229071,Karim Onisiwo,188,Austria,74,74,ST,1. FSV Mainz 05,4099999,2024.0,2,Right,3,High,High,80,70,66,73,50,82,11,11,10,10,16,1992,20,20,1741,19.3,8,0.05,56.9,0.05,0.21,2.18,36.3,0.52,1.87,1.24,1.19
229237,Manuel Akanji,187,Switzerland,81,82,CB,Manchester City,26500000,2023.0,2,Right,2,Medium,Medium,77,48,70,74,83,78,10,9,13,6,9,1995,15,14,1286,14.3,0,0.07,94.2,0.77,1.19,0.84,88.6,4.76,0.91,0.49,0.14
229261,Denis Zakaria,191,Switzerland,81,86,CDM,Chelsea,34500000,2023.0,2,Right,3,High,High,82,64,73,77,80,85,12,12,7,13,11,1996,4,4,286,3.2,0,0.0,89.9,0.63,2.5,0.0,50.0,1.25,0.63,0.31,0.0
229266,Joe Rodon,193,Wales,72,80,CB,Stade Rennais FC,4900000,2023.0,1,Right,2,Medium,Medium,58,29,49,57,74,72,10,13,7,11,8,1997,13,13,1168,13.0,1,0.0,89.1,0.69,3.31,2.92,74.2,5.38,0.77,1.0,0.15
229476,Waldemar Anton,189,Germany,75,78,CB,VfB Stuttgart,6500000,2025.0,1,Right,3,Medium,Medium,64,46,59,65,75,79,11,12,12,13,13,1996,20,20,1794,19.9,1,0.0,79.8,1.36,3.57,1.86,74.1,5.48,0.95,1.01,0.2
229558,Dayot Upamecano,186,France,81,87,CB,FC Bayern München,37000000,2026.0,2,Right,3,High,Medium,82,43,61,68,80,81,6,7,8,15,9,1998,19,19,1700,18.9,0,0.05,89.8,1.11,3.07,1.85,98.0,9.31,1.01,0.69,0.05
229582,Gianluca Mancini,190,Italy,81,83,CB,Roma,28000000,2027.0,2,Right,2,Medium,High,67,45,50,59,81,87,13,12,8,6,8,1996,22,22,1821,20.2,0,0.05,81.7,1.68,2.13,1.93,59.6,5.45,1.19,0.84,0.1
229584,Pascal Stenzel,183,Germany,69,71,CDM,VfB Stuttgart,1500000,2024.0,1,Right,3,Medium,Medium,52,59,65,66,71,68,13,11,10,11,8,1996,10,3,318,3.5,0,0.29,78.7,1.43,1.71,0.29,70.0,12.3,0.86,0.57,0.0
229593,Marko Pjaca,186,Croatia,75,76,CAM,Empoli,6500000,2023.0,2,Right,3,Medium,Medium,77,69,74,81,41,63,11,5,10,9,12,1995,10,5,407,4.5,0,0.0,79.3,0.22,0.0,0.89,52.9,3.11,0.0,1.11,0.44
229640,Mads Pedersen,174,Denmark,71,72,LM,FC Augsburg,2200000,2024.0,1,Left,3,Medium,Medium,84,52,65,73,66,67,8,8,7,9,11,1996,16,11,1031,11.5,0,0.0,67.3,1.39,2.35,0.52,46.7,1.74,1.04,1.04,0.0
229723,Mathias Jensen,180,Denmark,74,77,CM,Brentford,5500000,2023.0,1,Right,3,Medium,High,67,62,76,72,67,71,5,13,10,8,12,1996,22,22,1675,18.6,3,0.22,68.1,1.18,0.86,0.38,60.6,5.86,1.13,0.65,0.22
229752,Djibril Sow,184,Switzerland,80,82,CM,Eintracht Frankfurt,26500000,2024.0,2,Right,3,Medium,High,77,69,77,78,77,80,6,12,9,7,8,1997,19,17,1529,17.0,2,0.0,85.0,1.18,1.0,0.82,62.3,2.94,1.06,1.47,0.24
229857,Stefano Sensi,168,Italy,78,79,CAM,AC Monza,16500000,2023.0,1,Right,4,Medium,Medium,75,61,83,84,65,57,10,6,8,11,13,1995,14,12,966,10.7,2,0.0,85.7,1.21,0.28,0.65,85.1,7.76,1.12,2.99,0.56
229880,Aaron Wan-Bissaka,183,England,80,83,RB,Manchester United,26500000,2024.0,2,Right,3,Medium,Medium,82,50,66,75,78,73,9,8,6,8,8,1997,8,7,609,6.8,0,0.0,82.1,1.91,2.65,0.74,59.4,1.76,0.59,0.15,0.0
229891,Julian Ryerson,183,Norway,72,76,RWB,1. FC Union Berlin,3100000,2023.0,1,Right,2,Medium,Medium,70,59,64,69,69,76,7,13,8,7,7,1997,13,12,1037,11.5,0,0.0,69.9,1.04,1.65,0.43,54.6,2.87,1.39,1.04,0.43
229906,Leon Bailey,178,Jamaica,80,83,CAM,Aston Villa,29000000,2025.0,3,Left,4,High,Low,92,78,74,83,33,61,12,13,6,15,14,1997,20,17,1317,14.6,4,0.14,62.2,0.21,0.41,1.1,38.5,1.78,1.37,0.89,0.82
229942,Axel Disasi,190,France,77,82,CB,AS Monaco,14500000,2025.0,2,Right,2,Medium,Medium,50,28,51,55,77,82,12,8,11,8,6,1998,23,22,1980,22.0,2,0.14,83.5,1.77,3.32,2.27,61.1,5.68,0.73,0.32,0.14
229971,Fabien Centonze,182,France,75,78,RWB,FC Metz,7000000,2024.0,1,Right,2,High,Medium,81,51,68,70,70,78,14,12,9,12,13,1996,10,8,737,8.2,0,0.0,73.3,2.93,2.32,2.68,66.0,3.17,0.98,1.22,0.0
229984,Ben Chilwell,180,England,82,85,LWB,Chelsea,37000000,2025.0,2,Left,3,High,Medium,76,60,78,78,78,75,10,7,14,7,10,1996,11,4,450,5.0,1,0.2,78.1,1.2,2.0,3.2,77.8,2.6,1.2,1.4,0.2
230005,Tom Davies,180,England,75,78,CM,Everton,7500000,2023.0,1,Right,3,Medium,Medium,65,64,73,75,69,70,11,12,9,14,10,1998,10,4,413,4.6,0,0.0,76.0,0.65,1.3,1.52,50.4,2.83,0.65,1.09,0.22
230020,Pierre Lees-Melou,186,France,75,75,CM,Stade Brestois 29,5500000,2025.0,1,Right,3,High,High,65,72,76,75,67,74,14,6,12,9,10,1993,17,17,1417,15.7,3,0.06,83.3,2.1,1.46,0.64,57.8,6.75,1.78,1.21,0.45
230021,Joseph Aidoo,184,Ghana,78,81,CB,RC Celta de Vigo,16500000,2026.0,1,Right,2,Medium,High,75,27,48,50,76,88,11,6,9,13,6,1995,20,20,1800,20.0,2,0.0,85.4,0.8,4.2,1.75,60.3,4.85,0.6,0.35,0.1
230065,Suat Serdar,184,Germany,77,81,CM,Hertha BSC,14500000,2026.0,2,Right,4,High,Medium,67,71,71,81,73,79,15,8,5,13,10,1997,18,16,1264,14.0,4,0.0,70.7,1.21,1.36,1.64,45.0,2.43,1.29,1.43,0.36
230084,Lukas Nmecha,185,Germany,78,83,ST,VfL Wolfsburg,21500000,2025.0,1,Right,3,Medium,Low,82,77,66,77,40,77,9,11,11,8,6,1998,13,10,834,9.3,4,0.0,66.5,0.32,0.32,1.83,31.7,0.97,0.54,2.69,0.75
230107,Lassana Coulibaly,183,Mali,73,76,CDM,US Salernitana 1919,3600000,2026.0,1,Right,3,Medium,Medium,72,58,67,72,72,75,9,12,14,8,6,1996,19,19,1572,17.5,1,0.11,83.5,0.51,0.86,0.63,46.2,1.09,1.66,1.26,0.17
230147,Falaye Sacko,179,Mali,74,75,RB,Montpellier Hérault SC,4400000,2023.0,1,Right,3,High,Medium,92,45,61,72,67,73,9,8,12,10,15,1995,19,14,1256,14.0,0,0.14,78.6,1.43,2.5,0.29,53.7,2.14,1.0,0.64,0.0
230578,Mouctar Diakhaby,189,Guinea,73,78,CB,Valencia CF,4000000,2023.0,1,Right,2,Medium,Medium,55,39,54,58,74,75,15,11,10,14,11,1996,14,14,1151,12.8,2,0.0,84.3,0.78,2.97,1.17,56.2,6.17,1.02,0.39,0.23
230621,Gianluigi Donnarumma,196,Italy,88,92,GK,Paris Saint-Germain,103500000,2026.0,3,Right,1,Medium,Medium,90,83,79,89,52,85,90,83,79,85,89,1999,23,23,2070,23.0,0,0.0,87.1,0.0,0.3,0.22,27.6,3.26,0.0,0.04,0.0
230681,Giuseppe Pezzella,187,Italy,75,77,LB,Lecce,6500000,2023.0,1,Left,3,Medium,Medium,76,57,68,72,69,75,11,14,6,7,13,1997,10,7,647,7.2,0,0.14,78.7,0.83,2.92,0.69,64.4,2.78,1.81,0.83,0.0
230686,Jean-Victor Makengo,177,France,73,79,CM,Udinese Calcio,4800000,2025.0,1,Left,3,High,High,66,66,72,73,73,70,8,9,9,8,9,1998,16,11,805,8.9,0,0.11,83.5,1.01,0.34,0.56,44.2,1.01,1.01,1.46,0.0
230717,Tino Kadewere,183,Zimbabwe,73,74,ST,RCD Mallorca,3600000,2023.0,2,Right,3,Medium,Medium,75,74,67,74,38,67,12,9,14,8,15,1996,5,0,131,1.5,0,0.0,57.6,0.0,0.0,6.0,34.0,0.0,1.33,0.67,2.0
230899,Ademola Lookman,174,England,77,81,RM,Atalanta,15000000,2026.0,1,Right,4,Medium,Medium,85,73,68,82,29,60,12,12,9,15,6,1997,21,16,1299,14.4,12,0.28,76.1,0.21,0.0,0.21,44.5,1.46,0.9,1.88,1.04
230912,Paolo Ghiglione,191,Italy,69,71,RM,US Cremonese,1700000,2025.0,1,Right,3,Medium,Medium,80,52,65,69,65,64,7,13,7,7,14,1997,6,6,467,5.2,0,0.19,52.3,0.58,1.54,0.38,47.1,2.88,1.35,0.96,0.0
230918,Trevoh Chalobah,191,England,76,82,CB,Chelsea,11000000,2026.0,1,Right,3,Medium,High,64,47,65,68,76,76,5,5,9,9,7,1999,12,11,971,10.8,0,0.0,88.8,1.2,3.15,1.76,68.8,3.98,0.65,0.46,0.09
230977,Miguel Almirón,174,Paraguay,78,78,RM,Newcastle United,14000000,2024.0,1,Left,4,High,High,86,71,73,79,53,61,6,9,13,13,12,1994,22,22,1816,20.2,10,0.05,82.5,0.35,0.45,0.2,47.3,1.14,0.69,1.29,0.74
230978,Taiwo Awoniyi,183,Nigeria,77,80,ST,Nottingham Forest,14500000,2027.0,1,Right,3,High,Medium,83,76,59,70,32,80,10,7,9,8,10,1997,16,9,730,8.1,4,0.0,72.6,0.12,1.23,0.86,29.4,0.12,0.99,1.23,0.99
231089,Ibrahima Sissoko,193,France,75,79,CDM,RC Strasbourg Alsace,8000000,2024.0,1,Right,3,Medium,Medium,62,60,71,70,72,84,11,5,14,11,11,1997,12,4,486,5.4,0,0.0,76.5,0.37,1.48,2.78,54.4,2.41,2.59,1.3,0.0
231102,Ludovic Blas,180,France,79,83,CAM,FC Nantes,25000000,2024.0,2,Left,4,High,Medium,73,76,77,82,58,64,12,9,14,14,15,1997,22,18,1667,18.5,4,0.05,79.7,0.7,0.32,0.49,51.6,4.7,2.0,2.0,1.03
231111,Alexander Hack,193,Germany,74,75,CB,1. FSV Mainz 05,4000000,2024.0,1,Left,2,Medium,Medium,66,34,60,53,75,76,6,6,5,7,8,1993,16,14,1090,12.1,0,0.0,73.5,1.9,3.64,2.73,58.9,7.11,1.9,0.99,0.0
231227,Niklas Dorsch,178,Germany,77,82,CM,FC Augsburg,14500000,2026.0,1,Right,3,Medium,Medium,72,72,74,78,73,73,12,9,5,9,5,1998,4,0,80,0.9,0,0.0,70.7,1.11,1.11,0.0,61.1,3.33,0.0,1.11,0.0
231235,Kelvin Amian,180,France,74,78,RWB,Spezia,5500000,2026.0,1,Right,2,High,Medium,78,48,62,67,71,79,7,8,14,14,11,1998,15,11,1049,11.7,0,0.09,74.9,1.11,3.5,1.62,50.2,2.31,1.71,0.17,0.09
231242,Adam Ounas,172,Algeria,73,76,CAM,LOSC Lille,4000000,2024.0,1,Left,4,Medium,Low,83,66,69,79,44,63,8,6,8,7,12,1996,2,0,15,0.2,0,0.0,76.5,5.0,0.0,5.0,95.0,25.0,0.0,0.0,0.0
231281,Trent Alexander-Arnold,180,England,87,90,CM,Liverpool,100500000,2025.0,3,Right,3,High,Medium,76,69,89,80,80,73,14,15,14,6,7,1998,20,17,1441,16.0,1,0.06,73.1,1.38,1.13,0.69,97.5,9.94,0.5,0.19,0.19
231292,Jamal Lewis,178,Northern Ireland,72,77,LB,Newcastle United,3300000,2025.0,1,Left,3,High,High,74,53,65,73,69,66,14,7,5,5,13,1998,1,0,8,0.1,0,0.0,83.3,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0
231318,Romain Perraud,173,France,76,80,CM,Southampton,10000000,2025.0,1,Left,3,High,Medium,72,72,75,75,72,73,6,7,10,11,13,1997,20,14,1179,13.1,2,0.15,69.3,1.22,1.68,0.61,55.3,1.3,1.22,0.76,0.31
231340,Gonzalo Montiel,175,Argentina,79,81,RWB,Sevilla FC,20000000,2026.0,1,Right,3,High,Medium,83,60,70,75,75,81,6,10,11,5,6,1997,13,9,801,8.9,0,0.11,77.9,1.35,1.46,1.12,64.4,2.13,1.24,0.56,0.11
231352,Tammy Abraham,195,England,82,85,ST,Roma,42000000,2026.0,2,Right,3,High,Medium,83,81,66,78,36,80,12,7,8,13,13,1997,22,18,1582,17.6,6,0.17,68.6,0.17,0.45,2.56,31.6,0.91,1.31,2.05,1.25
231366,Philipp Lienhart,189,Austria,78,80,CB,Sport-Club Freiburg,15500000,2024.0,2,Right,2,Medium,Medium,70,28,56,62,80,74,14,8,11,12,14,1996,20,19,1741,19.3,1,0.0,86.1,1.14,3.47,2.18,70.0,7.88,0.47,0.93,0.1
231410,Brahim Díaz,171,Spain,78,86,CAM,AC Milan,31500000,2023.0,1,Right,4,High,Medium,78,69,76,82,30,50,13,9,13,10,6,1999,19,15,1036,11.5,4,0.26,78.6,0.43,0.35,0.17,46.5,1.48,1.48,2.17,0.7
231428,Filippo Bandinelli,180,Italy,73,74,CM,Empoli,3500000,2023.0,1,Left,3,Medium,Medium,70,71,71,73,71,71,10,9,7,15,7,1995,22,18,1506,16.7,2,0.0,73.5,0.54,1.56,0.36,53.4,2.51,1.98,1.98,0.3
231443,Ousmane Dembélé,178,France,83,86,LM,FC Barcelona,48000000,2024.0,3,Left,5,High,Medium,93,77,79,87,36,56,6,6,14,10,13,1997,18,14,1100,12.2,5,0.41,77.1,0.0,0.16,0.16,65.6,3.52,1.15,1.07,1.15
231445,Josh Dasilva,184,England,73,78,CAM,Brentford,4600000,2024.0,1,Left,3,High,Medium,76,71,72,74,65,75,11,13,8,10,14,1998,22,11,999,11.1,3,0.18,79.5,0.27,0.45,0.54,47.2,2.7,0.81,1.26,0.45
231447,Donyell Malen,178,Netherlands,79,85,ST,Borussia Dortmund,28000000,2026.0,2,Right,4,Medium,Medium,88,78,72,83,35,73,7,9,9,10,14,1999,13,11,821,9.1,0,0.11,72.8,0.44,0.55,0.55,44.1,1.65,0.88,1.76,1.32
231448,Reiss Nelson,175,England,73,80,RM,Arsenal,6000000,2023.0,1,Right,4,High,Medium,86,64,68,77,36,54,12,12,11,11,15,1999,2,0,65,0.7,2,1.43,89.7,0.0,0.0,0.0,67.1,2.86,2.86,2.86,4.29
231478,Lautaro Martínez,174,Argentina,86,90,ST,Inter,98500000,2026.0,3,Right,4,High,Medium,83,83,72,85,48,84,11,8,8,8,13,1997,21,19,1675,18.6,12,0.16,72.4,0.48,0.65,1.29,35.8,1.24,1.67,2.2,1.51
231521,Exequiel Palacios,178,Argentina,78,83,CM,Bayer 04 Leverkusen,19500000,2025.0,2,Right,3,High,High,66,73,75,78,74,72,10,5,8,9,6,1998,15,10,835,9.3,1,0.11,86.4,1.83,1.4,0.75,75.7,2.69,1.18,1.4,0.32
231554,James Justin,183,England,76,79,RWB,Leicester City,9500000,2026.0,1,Right,3,High,High,81,50,69,72,73,70,13,7,6,5,14,1998,14,14,1252,13.9,0,0.0,81.4,1.08,3.38,1.65,70.5,2.81,0.58,2.09,0.0
231612,Romain Del Castillo,172,France,73,74,CAM,Stade Brestois 29,3600000,2024.0,1,Left,3,Medium,Medium,74,67,71,77,39,64,7,10,9,13,12,1996,12,8,610,6.8,4,0.44,65.3,0.59,0.29,0.59,58.5,3.97,1.03,1.32,1.03
231633,Issa Diop,194,France,77,82,CB,Fulham,14000000,2027.0,2,Right,2,Medium,Medium,62,36,52,56,78,78,10,7,6,14,9,1997,15,12,1146,12.7,1,0.0,84.8,1.42,2.99,1.81,71.7,6.06,0.55,0.24,0.16
231677,Marcus Rashford,186,England,81,85,ST,Manchester United,37000000,2023.0,3,Right,5,Medium,Low,87,82,75,81,41,71,11,6,15,7,14,1997,22,20,1795,19.9,11,0.15,75.3,0.25,0.3,0.85,38.2,1.31,0.4,0.75,1.31
231685,Ronaël Pierre-Gabriel,177,France,73,77,RB,RC Strasbourg Alsace,4099999,2023.0,1,Right,3,Medium,Medium,73,48,61,69,71,71,11,10,10,6,10,1998,1,1,44,0.5,0,0.0,83.3,4.0,2.0,2.0,68.0,0.0,6.0,2.0,0.0
231691,Alban Lafont,196,France,80,85,GK,FC Nantes,25500000,2024.0,2,Right,1,Medium,Medium,83,77,68,86,47,77,83,77,68,77,86,1999,21,21,1889,21.0,0,0.0,68.7,0.0,0.43,0.33,35.8,8.76,0.0,0.14,0.0
231747,Kylian Mbappé,182,France,91,95,ST,Paris Saint-Germain,190500000,2024.0,4,Right,5,High,Low,97,89,80,92,36,76,13,5,7,11,6,1998,19,17,1468,16.3,13,0.12,79.9,0.18,0.18,0.37,55.8,1.04,0.55,1.17,2.21
231835,Thomas Henry,191,France,76,76,ST,Hellas Verona,8000000,2026.0,1,Right,2,High,Medium,65,76,65,66,40,82,5,13,9,6,15,1994,16,13,1029,11.4,2,0.0,50.9,0.0,1.23,4.04,32.8,0.61,2.37,1.4,0.44
231848,Quentin Boisgard,174,France,70,73,CM,FC Lorient,2100000,2023.0,1,Right,3,Medium,Medium,56,63,72,71,55,67,13,5,8,9,7,1997,5,1,184,2.0,1,0.0,80.6,2.0,1.0,1.0,68.0,1.0,1.5,0.5,1.5
231864,Mitchell van Bergen,170,Netherlands,72,78,RM,Stade de Reims,3800000,2025.0,1,Right,3,Medium,Medium,86,66,65,73,27,56,7,14,13,11,11,1999,18,5,629,7.0,0,0.14,62.4,0.57,0.86,0.29,38.4,1.57,1.0,1.0,1.29
231874,Jannes Horn,186,Germany,72,75,LB,VfL Bochum 1848,2900000,2024.0,1,Left,3,Medium,Medium,83,34,59,67,68,68,5,15,6,12,10,1997,2,1,59,0.7,0,0.0,78.9,4.29,2.86,0.0,38.6,0.0,1.43,0.0,0.0
231949,Saman Ghoddos,177,Iran,68,68,CAM,Brentford,1200000,2023.0,1,Right,4,Medium,High,61,71,68,68,52,66,10,11,6,13,9,1993,9,0,90,1.0,0,0.0,72.9,3.0,2.0,2.0,63.0,2.0,1.0,2.0,1.0
231969,Ruslan Malinovskyi,181,Ukraine,82,82,CF,Atalanta,30500000,2023.0,3,Left,4,Medium,Medium,76,81,83,81,64,80,6,6,12,15,13,1993,15,5,553,6.1,1,0.33,74.7,0.82,0.33,0.82,69.7,6.39,1.64,1.8,0.98
232080,Jack Harrison,175,England,77,80,LM,Leeds United,14000000,2024.0,1,Left,4,High,High,80,72,71,79,49,69,11,8,10,6,11,1996,19,17,1328,14.8,1,0.27,63.6,0.34,0.47,0.27,53.9,1.62,1.42,1.42,0.47
232097,Amine Harit,180,Morocco,75,78,CAM,Olympique de Marseille,7500000,2023.0,2,Right,5,High,Medium,74,62,71,79,39,49,15,13,10,13,6,1997,10,6,515,5.7,0,0.0,81.5,0.7,1.05,0.18,59.8,2.28,0.35,2.28,0.53
232104,Daniel James,171,Wales,77,82,RM,Fulham,16000000,2023.0,1,Right,3,High,High,95,70,69,76,47,68,7,6,11,15,9,1997,4,2,198,2.2,0,0.0,60.0,0.91,0.91,0.0,30.0,0.0,0.91,2.73,0.45
232244,Santiago Ascacíbar,168,Argentina,74,78,CDM,US Cremonese,5500000,2023.0,1,Right,2,Medium,High,69,47,61,69,74,72,6,10,5,14,9,1997,13,7,727,8.1,0,0.0,82.3,1.6,1.36,1.23,68.4,4.2,1.36,1.11,0.37
232270,Timothy Fosu-Mensah,190,Netherlands,73,79,CB,Bayer 04 Leverkusen,4500000,2024.0,1,Right,3,Medium,Medium,67,60,64,66,74,76,11,8,8,7,11,1998,7,1,113,1.3,0,0.0,80.3,0.0,0.77,1.54,65.4,0.77,1.54,0.77,1.54
232293,Victor Osimhen,185,Nigeria,83,89,ST,Napoli,58000000,2025.0,2,Right,3,High,Medium,90,82,65,78,40,81,14,14,10,9,6,1998,17,16,1401,15.6,16,0.19,71.1,0.13,0.96,2.12,26.2,0.38,1.67,1.41,1.79
232411,Christopher Nkunku,175,France,86,89,CAM,RB Leipzig,94000000,2024.0,3,Right,5,High,Medium,88,81,83,88,65,66,5,6,10,15,7,1997,15,14,1282,14.2,12,0.0,80.6,0.42,0.56,0.85,41.6,2.61,0.7,1.69,1.2
232440,Caio Henrique Oliveira Silva,179,Brazil,78,82,LWB,AS Monaco,18500000,2027.0,1,Left,3,High,Medium,75,57,77,78,73,62,11,15,9,6,8,1997,20,19,1712,19.0,1,0.37,75.7,0.74,2.11,0.26,69.2,3.0,0.63,0.63,0.32
232487,Wataru Endo,178,Japan,78,78,CM,VfB Stuttgart,13500000,2024.0,2,Right,3,Medium,High,67,64,70,78,78,75,9,13,7,11,5,1993,19,19,1662,18.5,3,0.05,77.4,0.81,2.32,2.27,55.0,3.89,1.08,1.73,0.38
232488,Cristian Romero,185,Argentina,83,88,CB,Tottenham Hotspur,49500000,2027.0,3,Right,3,Medium,High,73,46,57,65,85,82,5,7,11,10,14,1998,14,13,1194,13.3,0,0.0,87.0,1.43,3.23,2.11,70.2,4.59,1.65,0.38,0.15
232498,Isaac Palazón Camacho,169,Spain,77,77,RM,Rayo Vallecano,11000000,2025.0,1,Left,3,High,Medium,84,73,72,80,39,63,11,8,10,13,15,1994,19,18,1500,16.7,5,0.24,73.8,0.48,0.84,0.84,56.0,3.05,1.2,3.23,0.66
232610,Takuma Asano,173,Japan,73,73,RW,VfL Bochum 1848,3200000,2024.0,1,Right,3,High,Medium,88,67,61,77,30,67,15,7,6,9,14,1994,11,8,637,7.1,1,0.0,70.9,0.42,0.14,1.13,30.7,0.28,0.28,1.27,0.85
232646,Claudio Bravo,170,Argentina,73,77,LWB,Portland Timbers,3900000,2023.0,1,Left,3,Medium,High,77,48,63,72,70,69,14,12,8,11,13,1983,3,3,270,3.0,0,0.0,55.6,0.33,0.0,0.0,34.7,7.67,0.0,0.0,0.0
232656,Theo Hernández,184,France,85,90,LWB,AC Milan,76000000,2026.0,3,Left,3,High,Medium,93,72,76,81,78,83,12,10,7,7,7,1997,19,19,1649,18.3,2,0.16,77.6,0.55,0.98,1.15,61.8,3.99,0.77,2.24,0.33
232665,Mauro Arambarri,175,Uruguay,80,85,CDM,Getafe CF,28000000,2023.0,1,Right,3,Medium,Medium,61,64,73,73,78,77,7,13,13,15,7,1995,7,7,587,6.5,0,0.15,83.0,1.08,1.54,0.92,50.0,5.38,1.69,1.54,0.0
232730,Daichi Kamada,184,Japan,80,82,CAM,Eintracht Frankfurt,26500000,2023.0,2,Right,3,Medium,Medium,74,68,79,83,46,61,6,10,11,6,11,1996,17,14,1199,13.3,7,0.3,81.1,0.9,0.53,0.6,63.1,3.23,1.88,1.28,0.53
232756,Fikayo Tomori,185,England,84,90,CB,AC Milan,60500000,2027.0,2,Right,2,Medium,High,86,40,60,66,86,81,10,13,10,11,7,1997,19,18,1577,17.5,1,0.0,87.7,0.97,2.57,2.06,68.7,8.57,0.86,0.97,0.17
232938,Takehiro Tomiyasu,188,Japan,79,85,CB,Arsenal,26000000,2026.0,1,Right,2,Medium,High,74,33,67,71,80,79,9,14,6,5,11,1998,16,4,512,5.7,0,0.18,83.4,2.28,2.46,1.23,72.3,4.39,1.05,0.53,0.0
232999,Tyler Adams,175,United States,76,80,CDM,Leeds United,10000000,2027.0,2,Right,3,High,High,80,48,69,73,73,76,6,13,12,8,7,1999,19,19,1706,19.0,0,0.0,82.0,1.42,1.16,0.89,69.4,2.84,1.74,1.05,0.0
233049,Jadon Sancho,180,England,84,88,CAM,Manchester United,61500000,2026.0,3,Right,5,High,Medium,81,74,81,89,36,59,7,11,10,11,13,2000,11,10,746,8.3,3,0.12,82.0,0.48,0.24,0.24,47.3,0.72,0.36,0.6,0.6
233061,Mathias Pereira Lage,180,Portugal,72,75,LM,Stade Brestois 29,3100000,2025.0,1,Right,4,Medium,Medium,72,71,70,71,61,65,9,15,5,11,6,1996,18,14,1079,12.0,1,0.08,68.2,1.17,0.92,1.42,38.6,2.0,1.58,2.0,0.58
233064,Mason Mount,180,England,84,87,CAM,Chelsea,57500000,2024.0,3,Right,3,High,High,74,81,85,82,55,67,11,12,13,8,12,1999,21,19,1539,17.1,3,0.12,75.2,0.41,0.53,0.47,53.5,2.51,1.4,1.52,0.53
233084,Nahuel Molina,175,Argentina,78,84,RWB,Atlético de Madrid,21000000,2027.0,1,Right,2,High,High,82,67,71,76,71,69,12,13,8,5,10,1998,16,16,1374,15.3,0,0.07,72.4,0.46,2.03,0.98,69.0,3.07,0.65,0.46,0.07
233096,Denzel Dumfries,188,Netherlands,82,84,RWB,Inter,34500000,2025.0,3,Right,2,High,Medium,83,63,70,73,78,89,10,10,7,13,14,1996,18,14,1195,13.3,1,0.15,73.1,0.75,1.35,1.73,47.5,2.18,0.98,1.65,0.68
233195,Xaver Schlager,174,Austria,80,84,CDM,RB Leipzig,27500000,2026.0,2,Left,3,High,High,67,70,73,77,73,81,6,8,8,12,7,1997,16,14,1264,14.0,1,0.0,83.8,1.0,1.5,0.79,64.1,4.5,1.36,1.29,0.07
233373,Stéphane Diarra,173,Côte d'Ivoire,69,73,LM,FC Lorient,2000000,2025.0,1,Left,4,Medium,Medium,85,56,63,71,42,50,12,13,14,13,13,1998,19,11,821,9.1,1,0.0,69.7,2.09,0.88,0.55,44.1,0.66,0.66,1.65,0.77
233409,Robert Gumny,182,Poland,71,76,RWB,FC Augsburg,2600000,2025.0,1,Right,2,High,High,74,41,60,68,67,69,11,6,13,12,6,1998,16,14,1286,14.3,1,0.07,64.2,1.26,2.94,2.45,47.3,2.52,1.12,0.98,0.21
233472,Noah Joel Sarenren Bazee,183,Nigeria,70,71,RW,FC Augsburg,1900000,2024.0,1,Right,3,Medium,Medium,87,61,64,73,29,47,15,6,13,11,11,1996,1,0,9,0.1,0,0.0,100.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
233486,Robin Le Normand,187,France,81,86,CB,Real Sociedad,34000000,2026.0,1,Right,2,Medium,Medium,63,25,53,58,83,80,9,13,14,15,10,1996,17,15,1356,15.1,0,0.0,90.2,0.99,3.31,2.78,61.1,5.03,1.19,1.06,0.07
233556,Riccardo Orsolini,183,Italy,76,79,CAM,Bologna,10000000,2024.0,2,Left,4,High,Medium,79,72,74,81,39,65,11,11,14,6,12,1997,18,12,1151,12.8,5,0.23,61.7,0.47,0.94,0.55,51.2,3.98,1.64,2.11,1.09
233731,Alexander Isak,192,Sweden,80,85,ST,Newcastle United,33000000,2028.0,2,Right,4,High,Low,83,79,68,83,29,68,7,6,9,7,11,1999,6,4,374,4.2,3,0.0,71.0,0.24,0.24,1.67,28.3,0.95,1.19,0.95,1.9
