ID,FullName,Height,Nationality,Overall,Potential,BestPosition,Club,ValueEUR,ContractUntil,PreferredFoot,IntReputation,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Born,MP,Starts,Min,90s,Goals,Assists,PasTotCmp%,PasProg,GCA,SCA,Tkl+Int,CarProg,Clr,TouDefPen,AerWon%,TouDef3rd,PasLonCmp%,Err,Recov
230147,Falaye Sacko,179,Mali,74,75,RB,Montpellier Hérault SC,4400000,2023.0,Right,1,Right,3,High,Medium,92,45,61,72,67,73,9,8,12,10,15,1995,19,14,1256,14.0,0,0.14,78.6,2.14,0.14,1.21,3.29,1.43,2.5,5.36,28.6,19.4,42.9,0.07,5.79
224444,Haris Belkebla,177,Algeria,74,75,CDM,Stade Brestois 29,4099999,2023.0,Right,1,Right,3,Medium,High,55,49,71,70,69,73,8,14,16,14,15,1994,22,16,1492,16.6,1,0.0,83.7,4.88,0.06,1.69,4.4,0.72,0.72,2.11,44.8,12.0,67.7,0.18,6.81
241842,Ben Johnson,180,England,74,82,RB,West Ham United,9000000,2024.0,Right,1,Right,2,High,Medium,76,38,62,67,73,71,10,10,15,12,9,2000,10,6,554,6.2,0,0.0,72.9,3.87,0.0,1.29,3.06,1.29,3.71,5.48,62.5,27.9,41.8,0.16,6.45
219576,Rodrigo Battaglia,187,Argentina,74,74,CDM,RCD Mallorca,4000000,2024.0,Right,1,Right,3,Medium,High,60,65,67,70,74,77,7,7,7,9,9,1991,13,8,660,7.3,0,0.0,80.1,2.6,0.0,0.55,2.33,0.27,2.47,3.84,55.6,15.2,55.0,0.0,3.97
211899,Florian Niederlechner,187,Germany,74,74,ST,FC Augsburg,3600000,2023.0,Right,2,Right,3,High,High,68,75,63,73,35,78,15,7,6,16,16,1990,14,10,910,10.1,4,0.1,59.0,1.78,0.2,1.49,1.09,0.1,0.89,1.29,42.6,3.96,31.3,0.0,2.77
192955,Mateusz Klich,183,Poland,74,74,CM,Leeds United,3300000,2024.0,Right,1,Right,3,High,High,65,71,74,72,66,72,11,16,12,11,14,1990,14,0,280,3.1,0,0.0,73.0,5.16,0.0,2.26,3.87,1.61,0.32,0.97,33.3,8.06,29.4,0.0,7.74
198861,Nampalys Mendy,167,Senegal,74,74,CDM,Leicester City,3500000,2023.0,Right,1,Right,3,Low,High,60,54,69,75,73,66,14,12,9,12,15,1992,11,3,420,4.7,1,0.0,86.8,3.19,0.0,0.85,2.77,0.21,0.21,1.28,16.7,15.5,70.6,0.0,6.6
239452,Ibrahima Diallo,179,France,74,82,CDM,Southampton,9000000,2024.0,Right,1,Right,3,Medium,High,65,48,65,70,71,74,8,9,8,14,6,1999,13,10,714,7.9,0,0.0,76.9,2.66,0.0,0.63,2.91,0.63,1.01,1.65,68.2,13.5,48.3,0.0,8.86
234843,Maxim Leitsch,189,Germany,74,79,CB,1. FSV Mainz 05,6000000,2026.0,Left,1,Left,2,Medium,High,82,37,57,58,76,71,12,14,14,7,12,1998,9,7,663,7.4,0,0.0,75.9,3.38,0.14,0.68,3.65,0.68,3.51,5.68,58.1,25.4,54.0,0.14,4.73
229723,Mathias Jensen,180,Denmark,74,77,CM,Brentford,5500000,2023.0,Right,1,Right,3,Medium,High,67,62,76,72,67,71,5,13,10,8,12,1996,22,22,1675,18.6,3,0.22,68.1,4.09,0.48,3.17,3.6,0.81,0.86,1.29,35.0,12.6,50.7,0.05,6.24
235866,Christian Kouamé,185,Côte d'Ivoire,74,79,ST,Fiorentina,6500000,2024.0,Right,1,Right,3,High,High,83,71,63,74,39,73,15,13,6,7,14,1997,19,16,1347,15.0,2,0.13,71.2,2.87,0.27,4.13,1.87,2.87,0.2,0.27,53.0,3.87,58.1,0.0,4.87
241497,Colin Dagba,170,France,74,77,RB,RC Strasbourg Alsace,5500000,2023.0,Right,1,Right,3,High,Medium,77,56,69,74,70,60,7,6,9,11,11,1998,12,7,560,6.2,0,0.0,81.8,3.39,0.32,2.9,4.19,3.06,1.61,2.26,33.3,13.2,35.7,0.0,4.84
241496,Timothy Weah,185,United States,74,81,CAM,LOSC Lille,8500000,2024.0,Right,2,Right,3,High,Medium,86,71,67,75,45,61,7,9,12,15,14,2000,13,6,646,7.2,0,0.28,80.2,3.06,0.42,2.92,2.5,2.92,0.56,0.83,33.3,9.44,63.3,0.0,3.89
208335,Lukas Kübler,182,Germany,74,74,RB,Sport-Club Freiburg,3700000,2024.0,Right,1,Right,2,Low,Medium,75,46,59,64,73,68,12,14,11,8,8,1992,9,9,778,8.6,2,0.0,69.4,2.44,0.0,0.58,3.72,0.47,2.56,4.3,61.1,18.0,48.5,0.0,5.7
173909,Kevin-Prince Boateng,186,Ghana,74,74,CAM,Hertha BSC,1700000,2023.0,Right,3,Right,4,Medium,Medium,48,74,74,77,65,69,6,11,15,16,6,1987,9,1,133,1.5,0,0.0,75.0,5.33,0.0,2.0,1.33,0.0,1.33,4.0,50.0,13.3,85.7,0.0,7.33
221269,Jaïro Riedewald,182,Netherlands,74,75,CDM,Crystal Palace,4500000,2024.0,Left,1,Left,3,Medium,Medium,60,56,74,69,73,67,15,7,15,9,15,1996,4,0,49,0.5,0,0.0,74.3,0.0,0.0,0.0,4.0,2.0,8.0,12.0,50.0,32.0,0.0,0.0,8.0
204883,Brice Samba,186,Congo,74,77,GK,Racing Club de Lens,3900000,2027.0,Left,1,Left,1,Medium,Medium,75,73,76,74,53,71,75,73,76,71,74,1994,22,22,1980,22.0,0,0.0,77.8,0.05,0.0,0.05,0.05,0.0,0.36,24.8,87.5,34.3,54.6,0.0,1.41
216145,Armando Izzo,183,Italy,74,74,CB,AC Monza,3500000,2023.0,Right,2,Right,2,Medium,Medium,67,33,47,65,75,75,12,6,10,11,12,1992,14,13,1106,12.3,0,0.0,85.0,4.23,0.08,1.14,5.28,1.22,3.01,5.69,56.4,34.9,60.8,0.0,5.53
229071,Karim Onisiwo,188,Austria,74,74,ST,1. FSV Mainz 05,4099999,2024.0,Right,2,Right,3,High,High,80,70,66,73,50,82,11,11,10,10,16,1992,20,20,1741,19.3,8,0.05,56.9,1.76,0.41,3.32,0.67,2.85,0.21,0.21,46.2,1.09,43.5,0.0,2.23
211408,Karol Linetty,176,Poland,74,75,CDM,Torino F.C.,4800000,2024.0,Right,2,Right,3,High,High,64,63,71,75,72,69,13,8,11,14,6,1995,21,14,1240,13.8,1,0.0,85.2,3.48,0.0,1.96,2.97,1.01,1.3,1.81,48.3,8.33,75.5,0.0,5.87
232658,Danilho Doekhi,190,Netherlands,74,80,CB,1. FC Union Berlin,6000000,2022.0,Right,1,Right,2,Medium,High,56,42,59,64,74,81,9,9,10,13,14,1998,11,11,984,10.9,4,0.09,78.4,3.49,0.18,0.55,3.21,0.73,3.67,3.39,56.3,22.4,48.0,0.0,3.58
181098,Makoto Hasebe,180,Japan,74,74,CB,Eintracht Frankfurt,750000,2023.0,Right,2,Right,3,Medium,Medium,52,51,72,70,76,60,10,12,10,15,9,1984,6,4,387,4.3,0,0.0,88.4,2.09,0.0,0.47,2.56,0.0,4.65,12.3,61.5,39.8,58.3,0.0,5.35
237161,Sean Longstaff,180,England,74,80,CM,Newcastle United,6500000,2025.0,Right,1,Right,2,Medium,Medium,61,65,72,72,68,67,6,8,13,14,12,1997,22,18,1685,18.7,1,0.16,78.7,4.39,0.21,2.35,2.09,0.59,0.96,1.76,45.9,10.1,59.0,0.0,5.45
205157,Iñigo Ruiz de Galarreta,175,Spain,74,74,CDM,RCD Mallorca,3700000,2023.0,Right,1,Right,3,High,Medium,67,59,70,73,69,69,12,6,13,7,12,1993,17,15,1303,14.5,0,0.0,82.8,4.83,0.21,1.79,3.31,0.83,1.03,1.52,31.3,12.5,61.3,0.0,7.17
170084,Wayne Hennessey,198,Wales,74,74,GK,Nottingham Forest,475000,2024.0,Right,2,Right,1,Medium,Medium,76,74,77,71,40,74,76,74,77,74,71,1987,2,2,180,2.0,0,0.0,80.4,0.0,0.0,0.0,0.5,0.0,0.5,26.0,0.0,32.0,64.5,0.0,0.0
228908,Jason Berthomier,177,France,74,74,CAM,Valenciennes FC,3300000,2025.0,Left,1,Left,4,High,Low,66,70,77,76,51,59,14,14,8,10,14,1990,2,0,23,0.3,0,0.0,100.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,100.0,0.0,6.67
235149,Jerdy Schouten,185,Netherlands,74,77,CDM,Bologna,5000000,2026.0,Right,1,Right,4,Medium,High,62,55,66,72,73,68,11,7,6,5,14,1997,17,13,1158,12.9,0,0.08,82.7,4.81,0.16,1.78,3.8,0.39,2.09,3.64,47.8,16.4,74.5,0.08,8.14
237960,Mama Samba Baldé,176,Guinea Bissau,74,75,ST,ESTAC Troyes,5000000,2025.0,Right,1,Right,3,High,Low,89,72,67,73,50,78,6,12,13,13,6,1995,20,19,1576,17.5,9,0.17,68.8,1.71,0.4,2.34,1.71,1.77,0.29,0.46,41.1,2.8,65.0,0.0,3.31
179847,Federico Fazio,195,Argentina,74,74,CB,US Salernitana 1919,1100000,2024.0,Right,3,Right,2,Low,Medium,34,40,54,54,75,72,8,9,12,11,14,1987,12,12,1059,11.8,1,0.0,77.3,3.39,0.0,1.02,3.64,1.1,5.17,6.95,73.5,26.4,51.1,0.0,6.19
224389,Jordan Larsson,175,Sweden,74,79,CAM,FC Schalke 04,6500000,2025.0,Left,1,Left,3,High,High,82,73,73,77,29,68,16,7,13,12,12,1997,11,5,463,5.1,0,0.0,74.4,2.35,0.0,2.16,2.35,0.98,0.59,0.39,35.3,3.92,40.0,0.0,4.51
225410,Adam Masina,191,Morocco,74,74,LWB,Udinese Calcio,3800000,2025.0,Left,1,Left,3,Medium,High,72,42,66,68,73,71,14,14,13,7,6,1994,4,4,304,3.4,1,0.0,75.7,2.35,0.0,0.29,3.24,0.59,3.53,5.29,72.2,26.2,63.6,0.29,3.53
205186,Paulo Gazzaniga,196,Argentina,74,74,GK,Girona FC,2800000,2023.0,Right,1,Right,1,Medium,Medium,76,74,78,77,57,73,76,74,78,73,77,1992,11,11,990,11.0,0,0.0,75.5,0.0,0.0,0.09,0.0,0.0,0.45,34.9,100.0,40.5,51.3,0.27,1.36
222475,Morten Thorsby,189,Norway,74,76,CM,1. FC Union Berlin,5000000,2025.0,Right,2,Right,2,High,High,67,63,70,72,75,80,13,14,10,7,13,1996,13,4,450,5.0,1,0.2,66.7,1.6,0.8,1.2,3.0,0.0,2.0,3.0,46.2,9.4,40.0,0.0,3.4
247361,Brenden Aaronson,176,United States,74,81,CAM,Leeds United,8500000,2027.0,Right,1,Right,3,High,High,81,66,68,78,53,63,12,13,7,7,13,2000,20,19,1596,17.7,1,0.11,74.9,3.22,0.28,3.62,1.69,1.53,0.28,0.4,22.2,4.35,38.1,0.06,4.86
189250,Salomón Rondón,186,Venezuela,74,74,ST,Everton,3400000,2023.0,Right,2,Right,3,Medium,Low,54,73,65,69,32,74,13,13,7,5,14,1989,7,1,109,1.2,0,0.0,75.9,0.83,0.0,3.33,0.0,0.0,0.0,0.83,53.8,1.67,0.0,0.0,0.83
231235,Kelvin Amian,180,France,74,78,RWB,Spezia,5500000,2026.0,Right,1,Right,2,High,Medium,78,48,62,67,71,79,7,8,14,14,11,1998,15,11,1049,11.7,0,0.09,74.9,3.08,0.09,0.94,3.16,1.62,3.5,4.79,50.0,20.3,51.9,0.09,3.85
193352,Ricardo Rodríguez,182,Switzerland,74,74,CDM,Torino F.C.,3500000,2024.0,Left,2,Left,3,Medium,Medium,67,67,74,75,75,73,14,13,14,14,11,1992,19,14,1373,15.3,0,0.0,82.6,4.58,0.0,1.96,3.53,1.31,2.29,4.58,46.2,26.3,50.7,0.0,5.82
250954,Chris Richards,188,United States,74,82,CB,Crystal Palace,9000000,2025.0,Right,1,Right,2,Medium,Medium,78,27,58,55,74,73,13,5,13,7,6,2000,7,3,348,3.9,0,0.0,82.5,2.05,0.0,0.51,3.85,0.26,6.67,10.0,81.8,26.2,65.2,0.0,2.05
152908,Ashley Young,175,England,74,74,CDM,Aston Villa,1400000,2023.0,Right,2,Right,4,High,Medium,67,65,76,76,76,70,16,10,15,16,15,1985,17,13,1192,13.2,1,0.0,74.4,5.08,0.08,2.27,3.86,1.21,2.73,3.64,56.3,23.3,42.6,0.0,6.74
179789,Damien Da Silva,184,France,74,74,CB,Olympique Lyonnais,1400000,2023.0,Right,2,Right,2,Medium,Medium,36,37,57,52,75,73,6,8,12,16,11,1988,7,3,338,3.8,0,0.0,85.4,4.74,0.0,0.26,3.42,0.53,3.16,4.47,63.2,27.6,71.4,0.0,3.42
255565,Kaoru Mitoma,178,Japan,74,77,CAM,Brighton & Hove Albion,5500000,2025.0,Right,1,Right,4,Medium,Low,82,69,68,77,56,62,10,13,10,14,9,1997,16,9,930,10.3,5,0.1,80.1,3.79,0.58,3.69,2.52,5.83,0.78,1.07,63.6,7.67,57.9,0.0,4.85
252541,Joris Chotard,179,France,74,82,CDM,Montpellier Hérault SC,8500000,2024.0,Right,1,Right,3,Medium,Medium,68,54,72,74,71,68,11,6,7,14,10,2001,19,14,1281,14.2,0,0.07,79.3,4.08,0.21,1.48,3.59,0.21,1.55,3.8,35.3,16.0,60.8,0.0,6.83
192622,Shane Duffy,193,Republic of Ireland,74,74,CB,Fulham,3500000,2023.0,Right,1,Right,2,Low,High,34,47,50,48,74,78,9,11,16,8,12,1992,4,0,6,0.1,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,20.0,0.0,0.0,0.0
253293,Brian Ocampo,175,Uruguay,74,83,RM,Cádiz CF,9500000,2026.0,Right,1,Right,4,Medium,Medium,83,67,71,77,47,62,7,14,9,9,14,1999,17,14,1058,11.8,1,0.08,74.0,1.95,0.42,3.31,1.61,3.22,0.25,0.85,35.0,7.2,51.3,0.0,7.37
213868,Jean-Charles Castelletto,185,Cameroon,74,75,CB,FC Nantes,4200000,2026.0,Right,1,Right,2,Medium,Medium,68,30,51,61,75,75,12,14,14,14,9,1995,19,17,1469,16.3,0,0.0,82.6,3.62,0.0,0.61,4.05,0.67,3.44,5.77,68.6,24.8,58.0,0.0,6.07
239356,Azor Matusiwa,173,Netherlands,74,78,CDM,Stade de Reims,5500000,2026.0,Right,1,Right,2,Medium,High,56,47,59,69,73,80,6,9,13,11,12,1998,16,15,1331,14.8,0,0.0,84.3,7.03,0.14,2.09,4.86,0.07,2.09,3.58,48.6,19.5,79.9,0.0,8.85
228349,Mërgim Vojvoda,187,Kosovo,74,74,LWB,Torino F.C.,4099999,2024.0,Right,1,Right,3,Medium,Medium,69,51,69,71,70,71,8,12,10,10,8,1995,16,10,992,11.0,0,0.36,75.7,7.18,0.64,3.18,2.09,1.27,1.55,2.0,31.6,16.7,47.4,0.09,5.91
213884,Ryan Christie,178,Scotland,74,74,RW,AFC Bournemouth,4500000,2024.0,Left,1,Left,3,High,High,81,71,72,76,65,77,13,9,12,7,8,1995,19,12,1036,11.5,1,0.0,80.7,4.0,0.09,2.87,3.3,1.83,1.04,1.83,30.0,9.39,56.4,0.0,6.26
240507,Angel Gomes,168,England,74,82,CAM,LOSC Lille,9500000,2025.0,Right,1,Right,4,Medium,Medium,77,70,72,77,61,59,14,15,14,6,14,2000,21,21,1675,18.6,2,0.16,84.9,5.05,0.48,3.12,1.94,1.24,0.32,0.86,13.0,10.7,59.5,0.05,4.46
237681,Takefusa Kubo,173,Japan,74,84,CAM,Real Sociedad,9500000,2027.0,Left,1,Left,4,Medium,Medium,79,65,69,80,39,53,6,7,15,10,10,2001,17,15,1248,13.9,3,0.14,72.7,2.66,0.43,3.24,1.87,3.88,0.07,0.14,44.0,3.81,41.4,0.0,3.67
209781,Pierrick Capelle,181,France,74,74,RM,Angers SCO,1700000,2023.0,Left,2,Left,3,Medium,Medium,64,72,74,73,69,69,9,12,16,9,16,1987,16,9,820,9.1,0,0.22,81.1,4.29,0.22,1.76,4.18,1.21,1.65,2.2,40.9,14.1,60.4,0.0,6.37
237595,Marco Friedl,187,Austria,74,78,CB,SV Werder Bremen,5500000,2025.0,Left,1,Left,2,Medium,Medium,67,42,59,67,75,75,11,15,6,6,7,1998,18,18,1514,16.8,0,0.0,81.3,4.46,0.06,1.01,4.23,0.48,3.93,6.85,47.7,33.2,61.4,0.06,8.57
186392,Joel Ward,188,England,74,74,RB,Crystal Palace,2900000,2023.0,Right,1,Right,3,Medium,High,54,52,68,66,77,70,8,7,7,10,11,1989,16,14,1295,14.4,0,0.0,74.8,3.4,0.0,0.49,2.85,0.49,3.19,5.63,60.9,23.7,35.1,0.07,4.58
236822,Gabriel Gudmundsson,180,Sweden,74,82,LB,LOSC Lille,9000000,2026.0,Left,1,Left,3,High,Low,86,64,67,73,67,70,12,10,7,6,8,1999,5,1,109,1.2,0,0.0,70.7,1.67,0.0,4.17,5.0,5.83,0.0,0.83,100.0,9.17,42.9,0.0,2.5
212244,Christopher Lenz,181,Germany,74,74,LWB,Eintracht Frankfurt,4099999,2024.0,Left,1,Left,3,Medium,Medium,72,42,67,69,72,69,13,11,11,10,9,1994,12,5,613,6.8,0,0.29,74.1,3.82,0.44,2.65,3.82,2.35,2.5,3.38,42.9,14.9,49.3,0.0,6.47
222227,Patrick Berg,178,Norway,74,78,CM,FK Bodø/Glimt,6000000,2027.0,Right,1,Right,3,Medium,High,71,61,72,72,68,77,14,11,16,10,8,1997,3,0,25,0.3,0,0.0,85.0,10.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,16.7,100.0,0.0,3.33
242958,Paul Jaeckel,186,Germany,74,79,CB,1. FC Union Berlin,6000000,2025.0,Right,1,Right,2,Medium,High,73,33,52,51,76,73,11,12,6,12,15,1998,12,9,890,9.9,1,0.0,80.6,2.42,0.0,0.91,3.13,0.51,3.33,4.04,44.8,26.3,44.6,0.1,5.05
206606,Philipp Hofmann,195,Germany,74,74,ST,VfL Bochum 1848,4200000,2024.0,Left,1,Left,2,Medium,Medium,51,74,53,63,35,80,14,10,15,11,15,1993,20,17,1456,16.2,7,0.06,58.6,2.04,0.19,1.98,0.74,0.37,1.05,1.42,56.4,1.85,60.0,0.0,3.33
192557,Marvin Plattenhardt,181,Germany,74,74,LB,Hertha BSC,3600000,2023.0,Left,2,Left,3,Medium,Medium,66,56,73,71,71,71,15,6,15,13,16,1992,16,15,1221,13.6,0,0.15,68.0,4.56,0.37,2.79,2.57,1.1,2.57,2.87,53.3,17.0,33.1,0.0,4.34
244270,Nikola Moro,185,Croatia,74,81,CM,Bologna,8000000,2025.0,Right,1,Right,3,High,Medium,71,70,73,73,69,76,9,9,10,13,11,1998,9,4,418,4.6,0,0.22,75.6,6.74,0.43,2.61,2.39,0.22,1.3,2.39,54.5,14.8,68.2,0.0,7.83
248878,Luca Kilian,192,Germany,74,80,CB,1. FC Köln,6000000,2025.0,Right,1,Right,2,Low,Medium,70,37,56,54,75,75,10,8,11,9,11,1999,13,13,1096,12.2,1,0.0,85.9,3.93,0.0,0.66,2.62,0.98,3.93,7.05,53.7,35.9,55.6,0.0,5.0
183580,Nils Petersen,188,Germany,74,74,ST,Sport-Club Freiburg,2700000,2025.0,Right,2,Right,3,Medium,High,52,77,58,65,40,73,11,7,15,13,7,1988,16,0,193,2.1,0,0.0,47.7,0.95,0.0,0.95,3.33,0.48,2.86,3.81,32.0,5.71,50.0,0.0,1.43
220715,Ezequiel Ponce,180,Argentina,74,79,ST,Elche CF,6500000,2026.0,Right,1,Right,3,High,Medium,76,73,61,74,37,69,12,16,7,7,6,1997,19,5,680,7.6,3,0.0,75.1,1.45,0.39,1.71,0.92,0.79,1.45,1.97,47.9,4.08,58.3,0.0,3.42
224808,Gian Marco Ferrari,189,Italy,74,74,CB,U.S. Sassuolo Calcio,3500000,2024.0,Left,1,Left,2,Medium,Medium,50,28,41,50,75,78,9,16,6,10,9,1992,19,17,1529,17.0,1,0.0,85.0,3.24,0.12,0.71,2.0,0.47,3.65,8.47,66.7,30.2,66.9,0.18,3.82
254247,Mostafa Mohamed,185,Egypt,74,81,ST,FC Nantes,8500000,2023.0,Right,1,Right,3,Medium,Medium,70,74,57,69,38,79,13,7,8,14,7,1997,22,12,1203,13.4,5,0.15,58.6,1.04,0.3,1.79,1.04,0.45,2.01,2.39,48.0,3.58,57.1,0.0,2.31
236838,Youssef Maleh,177,Morocco,74,80,CM,Fiorentina,6500000,2025.0,Left,1,Left,3,Medium,High,69,67,74,76,66,67,6,15,6,5,6,1998,7,4,297,3.3,0,0.0,81.9,3.33,0.0,2.12,1.21,0.91,0.91,1.21,42.9,5.45,58.3,0.0,6.06
229158,Branco van den Boomen,188,Netherlands,74,75,CM,Toulouse Football Club,4900000,2023.0,Right,1,Right,3,High,Medium,62,73,78,70,66,76,6,13,8,8,13,1995,22,22,1925,21.4,5,0.33,75.9,9.44,0.84,4.95,2.2,1.21,0.75,1.17,35.3,11.3,61.4,0.05,6.03
224294,Lewis Cook,175,England,74,78,CM,AFC Bournemouth,6000000,2025.0,Right,1,Right,3,Medium,Medium,60,63,74,77,66,66,6,15,12,15,13,1997,19,17,1486,16.5,0,0.12,78.8,3.27,0.24,1.94,3.21,0.55,1.39,3.27,46.7,14.5,55.7,0.0,6.85
191011,Luigi Sepe,185,Italy,74,74,GK,US Salernitana 1919,2200000,2025.0,Left,1,Left,1,Medium,Medium,74,71,70,76,44,72,74,71,70,72,76,1991,15,15,1350,15.0,0,0.0,67.6,0.0,0.0,0.07,0.0,0.0,0.0,34.8,100.0,39.4,40.2,0.0,1.6
207650,Emil Krafth,184,Sweden,74,74,RB,Newcastle United,4099999,2024.0,Right,1,Right,3,Medium,Medium,65,58,68,70,74,71,8,13,15,14,7,1994,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
257057,Amadou Onana,195,Belgium,74,84,CDM,Everton,8500000,2027.0,Right,1,Right,3,Medium,High,74,59,69,71,71,76,7,12,12,9,10,2001,19,17,1485,16.5,1,0.06,84.3,2.73,0.06,1.33,4.18,1.33,1.52,2.36,49.3,11.6,67.2,0.0,5.45
253473,Samuele Ricci,178,Italy,74,85,CDM,Torino F.C.,8500000,2026.0,Right,1,Right,3,Medium,Medium,74,55,70,71,71,70,14,12,6,11,13,2001,15,13,1197,13.3,1,0.08,88.8,4.74,0.08,1.88,1.88,1.88,1.05,2.41,50.0,10.9,77.0,0.0,6.32
227873,Almamy Touré,183,Mali,74,76,CB,Eintracht Frankfurt,4600000,2023.0,Right,1,Right,3,Medium,Medium,80,58,66,72,74,73,11,15,7,7,12,1996,3,2,163,1.8,0,0.0,79.2,3.33,0.0,1.11,5.56,0.0,1.11,3.89,57.1,26.7,55.6,0.0,7.22
219681,Jordan Amavi,176,France,74,74,LB,Getafe CF,3800000,2023.0,Left,2,Left,3,High,Medium,73,61,67,70,71,72,11,10,11,14,12,1994,4,1,193,2.1,0,0.0,53.1,2.38,0.48,0.95,3.33,1.9,3.33,3.81,72.7,15.7,27.3,0.0,7.14
239136,Nicolas Cozza,178,France,74,81,CB,Montpellier Hérault SC,8000000,2023.0,Left,1,Left,2,Medium,Medium,75,41,62,69,75,71,6,10,8,14,13,1999,17,14,1277,14.2,2,0.07,72.5,3.38,0.14,1.27,4.15,1.41,2.46,4.65,47.7,20.4,42.9,0.07,4.37
211999,Rani Khedira,189,Germany,74,75,CB,1. FC Union Berlin,4099999,2026.0,Right,2,Right,2,Low,High,58,43,58,61,76,80,9,13,11,12,8,1994,19,19,1663,18.5,0,0.0,74.3,2.27,0.11,0.97,3.41,0.38,1.14,1.84,73.0,10.8,46.3,0.0,6.11
227647,Maximilian Mittelstädt,180,Germany,74,77,LB,Hertha BSC,5000000,2023.0,Left,1,Left,3,High,Medium,77,61,68,74,71,67,13,10,7,13,13,1997,10,4,535,5.9,0,0.0,67.8,4.07,0.0,2.71,6.61,3.05,3.22,3.56,33.3,21.5,27.1,0.0,9.15
230708,Joe Worrall,190,England,74,80,CB,Nottingham Forest,6000000,2024.0,Right,1,Right,2,Medium,High,57,25,51,45,75,76,11,11,5,9,14,1997,17,12,1251,13.9,0,0.0,80.1,2.88,0.0,0.58,3.38,0.29,4.03,7.77,72.5,34.8,62.7,0.07,5.4
232244,Santiago Ascacíbar,168,Argentina,74,78,CDM,US Cremonese,5500000,2023.0,Right,1,Right,2,Medium,High,69,47,61,69,74,72,6,10,5,14,9,1997,13,7,727,8.1,0,0.0,82.3,5.06,0.37,3.09,5.31,0.12,1.36,3.21,33.3,22.0,60.7,0.0,7.65
217648,Genki Haraguchi,178,Japan,74,74,CAM,1. FC Union Berlin,3500000,2027.0,Right,2,Right,4,High,High,76,65,70,78,44,53,16,11,11,11,7,1991,2,2,180,2.0,0,0.0,80.0,4.0,0.0,4.0,2.0,2.5,1.0,1.5,100.0,6.0,71.4,0.0,5.5
236600,Japhet Tanganga,180,England,74,82,CB,Tottenham Hotspur,9000000,2025.0,Right,1,Right,2,Medium,High,75,33,62,71,75,80,11,9,12,7,14,1999,2,2,141,1.6,0,0.0,89.7,3.13,0.0,0.0,3.13,0.63,3.75,2.5,71.4,26.9,71.4,0.0,5.0
203741,Thomas Delaine,180,France,73,73,RWB,RC Strasbourg Alsace,2600000,2025.0,Left,1,Left,3,High,Medium,83,50,69,72,67,72,15,11,14,10,10,1992,12,8,709,7.9,0,0.13,66.7,1.77,0.38,1.77,2.53,3.04,0.76,2.28,50.0,11.8,26.8,0.0,4.18
239894,Rominigue Kouamé,177,Mali,73,77,CM,ESTAC Troyes,4200000,2024.0,Left,1,Left,3,Medium,High,69,54,69,74,70,77,8,6,6,11,11,1996,20,20,1701,18.9,0,0.05,88.5,5.98,0.21,2.28,3.17,2.33,1.53,4.29,35.0,17.1,80.5,0.0,7.88
209430,Renaud Ripart,181,France,73,73,ST,ESTAC Troyes,3000000,2025.0,Right,2,Right,3,High,High,69,74,68,71,64,83,10,11,10,13,11,1993,19,11,1010,11.2,3,0.09,68.8,3.13,0.63,3.04,3.3,1.96,0.36,0.8,40.5,5.89,40.0,0.0,3.93
204513,Maxime Dupé,188,France,73,75,GK,Toulouse Football Club,2500000,2023.0,Right,1,Right,1,Medium,Medium,74,72,69,75,46,70,74,72,69,70,75,1993,22,22,1980,22.0,0,0.0,78.2,0.0,0.0,0.0,0.0,0.0,0.27,27.9,100.0,36.9,51.4,0.14,0.91
230107,Lassana Coulibaly,183,Mali,73,76,CDM,US Salernitana 1919,3600000,2026.0,Right,1,Right,3,Medium,Medium,72,58,67,72,72,75,9,12,14,8,6,1996,19,19,1572,17.5,1,0.11,83.5,3.43,0.29,1.94,3.54,1.6,0.86,2.29,39.3,11.3,48.7,0.11,6.34
192722,Romain Hamouma,178,France,73,73,CAM,AC Ajaccio,1300000,2023.0,Right,2,Right,3,Medium,Medium,68,75,74,77,42,65,14,11,14,7,13,1987,12,8,623,6.9,2,0.14,70.0,4.49,0.58,3.33,0.72,2.9,0.0,0.29,43.8,1.45,46.4,0.0,3.33
228290,Julien Laporte,185,France,73,74,CB,FC Lorient,2900000,2023.0,Right,1,Right,2,Medium,Medium,44,29,45,49,73,81,14,6,15,15,14,1993,18,18,1540,17.1,0,0.0,85.0,2.05,0.0,0.53,2.28,0.23,6.32,12.9,60.4,32.2,61.6,0.12,3.39
208835,Youssouf M'Changama,175,Comoros,73,73,RM,AJ Auxerre,2500000,2024.0,Right,1,Right,3,High,High,86,71,71,74,63,75,10,15,10,9,11,1990,18,6,618,6.9,0,0.0,82.4,4.78,0.14,3.33,3.04,2.17,0.43,1.3,83.3,14.1,57.7,0.14,5.36
